,age,duration,campaign,pdays,cons.conf.idx,job,marital,education,default,housing,loan,contact,day_of_week,poutcome,y,month_integer
29385,35,114,2,999,-47.1,1,1,5,0,2,2,1,0,1,0,4
37357,67,201,1,999,-31.4,5,1,6,0,0,0,0,3,0,0,8
29641,30,162,1,999,-47.1,0,2,6,1,0,0,0,1,1,0,4
22028,56,881,4,999,-36.1,5,1,0,1,0,0,0,4,1,0,8
33818,39,333,1,999,-46.2,1,0,1,1,2,0,0,4,1,1,5
23806,31,73,1,999,-36.1,6,1,6,0,2,0,0,0,1,0,8
21659,45,474,1,999,-36.1,9,1,3,0,2,2,0,3,1,0,8
29088,33,382,2,999,-47.1,0,2,6,0,2,0,0,0,1,0,4
19923,51,51,1,999,-36.1,0,1,6,0,2,0,0,0,1,0,8
34170,26,277,2,999,-46.2,8,2,3,0,2,0,0,4,0,0,5
30837,40,394,1,999,-46.2,9,1,3,0,2,0,0,3,1,0,5
26894,29,315,2,999,-42.0,0,2,6,0,2,0,0,2,0,0,11
32561,29,62,3,999,-46.2,1,2,3,0,2,0,0,1,0,0,5
30782,37,98,4,999,-46.2,1,1,1,0,2,2,0,3,1,0,5
3208,40,71,2,999,-36.4,3,2,6,0,0,0,1,2,1,0,5
11322,46,563,2,999,-41.8,2,1,6,1,2,0,1,2,1,0,6
27629,58,158,3,999,-42.0,5,1,5,1,0,0,0,0,0,0,11
13411,24,530,2,999,-42.7,4,1,6,0,1,1,0,4,1,0,7
16704,47,1359,6,999,-42.7,6,1,2,0,2,0,0,4,1,1,7
18121,53,86,1,999,-42.7,1,1,1,0,0,0,0,4,1,0,7
6792,52,643,2,999,-36.4,0,1,3,0,0,0,1,4,1,0,5
16843,46,223,2,999,-42.7,9,0,6,0,2,0,0,2,1,0,7
40529,72,220,16,999,-38.3,5,0,6,0,0,0,0,1,0,0,8
7381,27,867,3,999,-36.4,8,2,6,1,0,0,1,0,1,0,5
9147,44,113,1,999,-41.8,1,1,0,0,2,0,1,0,1,0,6
39481,45,379,3,7,-34.6,4,1,7,0,2,0,0,3,2,1,4
12089,30,169,2,999,-41.8,1,2,1,1,2,0,1,0,1,0,6
20263,40,139,7,999,-36.1,9,1,5,0,1,1,0,1,1,0,8
38550,31,164,1,999,-26.9,2,3,6,0,0,0,0,2,1,1,10
22872,30,99,3,999,-36.1,2,1,6,0,0,0,0,1,1,0,8
16990,49,258,2,999,-42.7,4,1,3,0,0,0,1,2,1,0,7
21800,58,153,1,999,-36.1,7,1,3,1,0,0,0,4,1,0,8
31608,31,1957,1,999,-46.2,1,1,2,0,2,0,0,2,1,0,5
31668,57,93,1,999,-46.2,5,1,1,0,0,2,0,2,0,0,5
32646,47,341,1,999,-46.2,1,1,0,1,2,2,0,1,1,0,5
38467,33,61,2,6,-26.9,0,2,3,0,2,0,0,1,0,0,10
38392,36,332,1,999,-26.9,4,1,1,0,2,0,0,3,0,1,10
7546,33,84,3,999,-36.4,0,1,3,0,0,2,1,0,1,0,5
22286,31,71,3,999,-36.1,10,1,6,0,2,0,0,2,1,0,8
27039,30,225,2,999,-42.0,1,1,2,0,2,0,0,0,1,0,11
18706,30,70,6,999,-42.7,7,2,3,0,2,0,0,2,1,0,7
11882,31,28,4,999,-41.8,0,0,3,1,0,2,1,0,1,0,6
18158,35,698,2,999,-42.7,7,1,3,0,2,0,0,4,1,0,7
37000,34,59,7,999,-33.6,0,1,3,0,0,0,0,0,1,0,7
22874,29,9,7,999,-36.1,0,2,6,0,0,0,0,1,1,0,8
33753,33,699,1,999,-46.2,0,0,6,0,0,0,0,4,1,0,5
22502,29,268,1,999,-36.1,0,2,6,0,2,0,0,0,1,0,8
9510,33,232,1,999,-41.8,0,1,6,0,0,2,1,1,1,0,6
11329,42,111,2,999,-41.8,7,0,3,1,0,0,1,2,1,0,6
30352,23,354,3,999,-47.1,8,2,3,0,2,0,0,2,1,0,4
20031,59,67,6,999,-36.1,5,1,0,0,2,0,0,1,1,0,8
27974,43,345,1,999,-47.1,6,1,3,1,2,0,0,4,1,0,4
25347,35,79,4,999,-42.0,0,1,6,0,0,2,1,3,1,0,11
14484,48,80,2,999,-42.7,0,2,6,0,2,2,1,3,1,0,7
11710,56,129,3,999,-41.8,6,1,6,0,0,0,1,0,1,0,6
18095,37,83,1,999,-42.7,1,1,1,1,2,0,0,4,1,0,7
11657,33,15,3,999,-41.8,7,2,3,0,0,0,1,0,1,0,6
19207,58,84,3,999,-36.1,3,1,0,0,0,0,0,4,1,0,8
20232,36,92,3,999,-36.1,0,1,6,0,2,2,0,1,1,0,8
777,33,141,3,999,-36.4,1,1,2,0,1,1,1,4,1,0,5
35379,28,63,4,999,-46.2,0,2,6,0,2,2,0,0,1,0,5
30492,25,106,1,999,-46.2,9,1,6,0,0,0,0,1,0,0,5
14233,35,292,3,999,-42.7,1,2,2,0,2,0,0,1,1,0,7
37366,59,198,1,999,-31.4,0,0,5,0,0,0,1,3,1,0,8
36656,46,324,1,3,-40.8,3,2,6,0,2,2,0,0,2,1,6
6618,49,675,1,999,-36.4,4,0,6,0,0,0,1,4,1,0,5
39598,20,510,4,999,-40.0,8,2,7,0,2,0,1,4,1,1,5
26341,32,485,1,999,-42.0,9,2,6,0,0,0,0,2,0,0,11
16683,39,1201,6,999,-42.7,7,1,7,1,2,2,0,4,1,1,7
427,43,225,1,999,-36.4,9,1,5,0,2,0,1,3,1,0,5
14465,42,723,3,999,-42.7,9,1,2,0,0,0,0,3,1,1,7
4331,53,233,2,999,-36.4,1,1,0,0,0,0,1,3,1,0,5
14339,31,101,3,999,-42.7,9,1,3,0,0,0,0,1,1,0,7
29527,38,277,1,999,-47.1,9,1,5,0,0,0,0,1,1,0,4
19205,53,406,1,999,-36.1,7,1,3,0,2,0,0,4,1,1,8
40657,44,127,1,999,-37.5,4,1,6,0,0,2,0,4,0,0,9
17581,47,192,19,999,-42.7,7,0,3,0,2,0,0,1,1,0,7
23578,41,15,9,999,-36.1,0,1,6,1,2,0,0,2,1,0,8
38457,22,221,2,6,-26.9,8,2,2,0,0,0,0,0,2,1,10
34858,24,8,6,999,-46.2,1,1,2,0,1,1,1,0,1,0,5
29519,40,28,7,999,-47.1,4,1,6,1,0,0,0,1,1,0,4
10916,29,973,1,999,-41.8,4,1,6,0,0,0,1,4,1,1,6
18616,55,345,1,999,-42.7,4,1,6,0,2,2,0,2,1,0,7
25739,35,60,1,999,-42.0,3,0,2,0,0,0,0,4,0,0,11
39246,38,257,1,999,-34.8,7,1,3,0,2,0,0,2,1,1,3
10658,32,1162,2,999,-41.8,0,2,6,0,2,0,1,3,1,0,6
1685,58,106,1,999,-36.4,4,1,7,1,2,0,1,0,1,0,5
1362,34,26,1,999,-36.4,1,1,1,1,2,2,1,2,1,0,5
37125,18,642,1,999,-31.4,8,2,2,0,2,0,0,3,1,1,8
8512,46,267,2,999,-41.8,1,1,1,0,2,0,1,4,1,0,6
11204,42,106,1,999,-41.8,10,1,3,1,2,0,1,2,1,0,6
21604,45,528,7,999,-36.1,1,1,0,1,2,0,0,3,1,0,8
8046,30,82,1,999,-41.8,9,1,5,0,2,2,1,1,1,0,6
9235,46,86,1,999,-41.8,2,1,7,1,2,0,1,0,1,0,6
40523,33,107,1,999,-38.3,0,0,3,0,0,0,1,0,1,0,8
14048,30,94,2,999,-42.7,7,2,3,0,2,0,0,0,1,0,7
1616,41,306,1,999,-36.4,1,2,2,0,2,0,1,0,1,0,5
29195,35,222,1,999,-47.1,0,1,6,0,0,0,0,0,1,0,4
6354,42,662,7,999,-36.4,3,2,0,1,2,0,1,3,1,0,5
4604,41,214,1,999,-36.4,0,2,3,0,2,0,1,3,1,0,5
34348,27,201,1,999,-46.2,0,1,3,0,2,2,0,2,1,0,5
4183,52,353,4,999,-36.4,6,1,6,1,2,0,1,1,1,0,5
21523,37,190,1,999,-36.1,9,1,3,0,0,0,0,3,1,0,8
19280,48,103,2,999,-36.1,0,1,3,0,2,0,0,4,1,0,8
34458,53,157,4,999,-46.2,7,1,1,0,2,0,0,2,0,0,5
24536,35,171,1,999,-42.0,4,1,2,0,2,0,0,1,1,0,11
32460,29,274,2,999,-46.2,7,1,2,0,0,2,0,0,1,0,5
14368,35,403,4,999,-42.7,4,2,6,0,0,0,0,1,1,0,7
7729,42,29,4,999,-36.4,1,1,0,0,2,0,1,0,1,0,5
35568,27,33,5,999,-46.2,7,2,6,0,2,2,0,1,1,0,5
37511,41,75,1,999,-31.4,1,1,2,0,0,0,0,2,0,0,8
37621,30,366,2,999,-31.4,7,2,3,0,0,0,0,1,1,0,8
4061,24,149,4,999,-36.4,9,2,5,1,0,0,1,1,1,0,5
15997,44,181,11,999,-42.7,1,1,5,1,0,0,0,3,1,0,7
38850,37,84,1,999,-30.1,2,1,6,0,2,0,0,1,0,0,11
24060,58,81,1,999,-40.4,0,0,3,0,0,0,1,2,1,0,10
13480,48,122,1,999,-42.7,1,1,2,1,2,0,0,2,1,0,7
23910,32,19,9,999,-36.1,2,1,6,0,2,0,0,0,1,0,8
22948,50,106,3,999,-36.1,1,1,2,1,0,0,0,1,1,0,8
17690,55,82,3,999,-42.7,1,0,0,0,2,0,0,3,1,0,7
20185,44,389,2,999,-36.1,4,1,6,0,2,0,0,1,1,0,8
32891,30,159,2,11,-46.2,7,0,3,0,0,0,0,1,2,0,5
11521,43,38,2,999,-41.8,10,1,5,0,0,0,1,0,1,0,6
9830,36,68,1,999,-41.8,1,0,3,0,0,0,1,4,1,0,6
2930,23,354,1,999,-36.4,7,2,3,0,0,0,1,4,1,0,5
4142,46,194,5,999,-36.4,1,1,2,0,2,0,1,1,1,0,5
25610,34,102,2,999,-42.0,0,1,1,0,2,2,0,4,1,0,11
38095,49,292,1,999,-29.8,10,1,3,0,0,0,0,4,1,1,9
14675,35,78,4,999,-42.7,0,1,6,0,1,1,1,3,1,0,7
4900,36,443,2,999,-36.4,9,1,2,0,0,0,1,4,1,0,5
21005,49,11,14,999,-36.1,9,1,5,0,2,2,0,2,1,0,8
31261,33,318,1,999,-46.2,9,1,5,0,2,0,0,4,0,0,5
31860,39,228,2,999,-46.2,10,1,0,0,0,0,0,2,1,0,5
38417,36,135,1,999,-26.9,0,1,6,0,0,0,0,4,1,1,10
15050,31,277,1,999,-42.7,8,2,6,0,2,0,0,2,1,0,7
20697,54,60,1,999,-36.1,1,1,0,1,2,0,0,4,1,0,8
6633,57,288,3,999,-36.4,3,0,0,1,2,0,1,4,1,0,5
35351,30,92,4,999,-46.2,1,2,1,0,0,0,0,0,0,0,5
24744,35,143,1,999,-42.0,9,0,5,1,0,0,0,3,1,0,11
11518,38,174,3,999,-41.8,1,1,0,1,0,0,1,0,1,0,6
40743,35,7,1,999,-37.5,0,1,6,0,2,0,1,4,1,0,9
30188,45,354,1,2,-47.1,0,2,3,0,2,0,0,2,2,1,4
30200,41,1277,1,999,-47.1,0,2,6,0,1,1,0,2,1,1,4
34158,42,406,5,999,-46.2,0,1,3,0,0,0,0,4,1,0,5
6728,58,314,2,999,-36.4,5,0,6,0,2,0,1,4,1,0,5
15623,48,72,2,999,-42.7,7,0,3,0,2,0,0,1,1,0,7
32903,35,386,1,999,-46.2,1,1,0,0,2,0,0,1,1,0,5
11030,29,230,3,999,-41.8,1,1,5,0,0,0,1,4,1,0,6
38179,83,849,2,4,-26.9,5,1,5,0,2,0,0,0,2,1,10
14,35,146,1,999,-36.4,1,1,1,0,2,0,1,1,1,0,5
12485,33,385,1,999,-42.7,10,0,2,0,1,1,0,1,1,0,7
1811,44,163,2,999,-36.4,0,1,2,0,0,0,1,0,1,0,5
19421,37,426,3,999,-36.1,0,1,6,0,0,0,0,4,1,0,8
7167,51,88,2,999,-36.4,1,1,1,1,2,2,1,2,1,0,5
1163,43,196,1,999,-36.4,0,1,3,0,0,0,1,2,1,0,5
19889,29,521,2,999,-36.1,0,2,6,1,0,0,0,0,1,0,8
1411,28,376,2,999,-36.4,0,2,2,0,2,2,1,2,1,0,5
20050,32,155,2,999,-36.1,0,2,6,0,2,0,0,1,1,0,8
11420,50,111,1,999,-41.8,9,1,3,1,2,2,1,0,1,0,6
11247,28,419,4,999,-41.8,1,1,3,0,0,0,1,2,1,0,6
40890,33,146,1,999,-49.5,1,2,0,0,2,0,0,0,0,0,10
14861,23,231,2,999,-42.7,1,2,3,0,2,0,0,4,1,0,7
10417,32,244,3,999,-41.8,7,1,3,0,0,0,1,1,1,0,6
2154,45,170,2,999,-36.4,1,1,0,1,2,0,1,1,1,0,5
18360,58,69,7,999,-42.7,1,0,0,1,0,0,1,2,1,0,7
40580,58,7,1,999,-37.5,5,1,0,0,2,0,1,2,1,0,9
25078,37,198,1,999,-42.0,5,0,2,1,0,0,0,3,1,0,11
28501,46,332,3,999,-47.1,1,0,2,0,0,0,0,3,1,0,4
13518,34,1065,1,999,-42.7,9,2,6,0,2,2,0,2,1,0,7
4153,60,324,2,999,-36.4,0,1,5,0,2,0,1,1,1,0,5
11357,31,9,28,999,-41.8,9,1,3,0,0,0,1,2,1,0,6
18025,56,120,1,999,-42.7,5,1,1,0,0,0,0,4,1,0,7
34886,53,136,1,999,-46.2,7,1,6,0,0,0,0,0,0,0,5
40798,42,209,1,999,-37.5,0,2,3,0,0,0,0,2,1,1,9
3041,38,76,9,999,-36.4,1,1,0,1,0,0,1,4,1,0,5
22187,34,140,1,999,-36.1,0,1,6,0,2,0,0,2,1,0,8
35808,44,267,4,999,-46.2,1,2,2,0,0,0,0,1,0,0,5
22191,42,148,2,999,-36.1,2,1,6,1,2,2,0,2,1,0,8
17247,42,148,1,999,-42.7,0,1,6,1,0,0,0,0,1,0,7
2549,49,192,1,999,-36.4,11,1,7,0,0,0,1,3,1,0,5
24548,48,52,1,999,-42.0,9,1,5,0,2,0,0,1,1,0,11
33905,31,14,1,999,-46.2,0,1,3,0,2,0,0,4,1,0,5
733,39,83,4,999,-36.4,6,2,0,1,2,0,1,3,1,0,5
39511,38,182,2,6,-34.6,4,0,6,0,2,0,0,1,2,1,4
1935,36,31,3,999,-36.4,0,1,3,0,2,0,1,0,1,0,5
13004,28,554,1,999,-42.7,7,1,3,0,0,0,0,3,1,0,7
575,42,695,3,999,-36.4,0,1,3,0,0,0,1,3,1,0,5
10744,57,332,5,999,-41.8,1,1,0,1,0,0,1,3,1,0,6
28654,37,284,1,999,-47.1,2,1,5,0,0,0,0,2,0,0,4
10117,36,77,6,999,-41.8,7,1,3,0,2,2,1,2,1,0,6
17123,35,61,2,999,-42.7,7,2,2,0,0,0,0,0,1,0,7
9353,37,42,1,999,-41.8,1,2,5,0,2,0,1,0,1,0,6
40957,37,301,1,3,-49.5,0,2,3,0,0,0,1,2,2,1,10
30739,51,516,1,999,-46.2,0,1,0,1,0,0,0,3,1,0,5
10387,44,76,3,999,-41.8,11,2,2,1,2,0,1,1,1,0,6
672,44,221,2,999,-36.4,0,1,3,0,2,0,1,3,1,0,5
597,48,92,2,999,-36.4,0,1,5,0,2,0,1,3,1,0,5
16962,33,89,2,999,-42.7,9,2,2,0,0,0,0,2,1,0,7
25836,52,172,1,999,-42.0,5,1,6,1,0,0,0,4,0,0,11
28484,30,505,1,999,-47.1,0,2,6,0,0,2,0,3,1,1,4
14468,50,195,6,999,-42.7,1,1,0,1,2,2,0,3,1,0,7
31095,25,219,1,999,-46.2,8,2,2,0,0,2,0,4,1,0,5
6350,56,240,3,999,-36.4,9,1,6,1,2,0,1,3,1,0,5
18,50,353,1,999,-36.4,1,1,2,0,2,2,1,1,1,0,5
8242,36,771,1,999,-41.8,8,2,2,0,2,0,1,3,1,0,6
704,26,112,3,999,-36.4,10,2,2,0,2,0,1,3,1,0,5
31490,37,232,2,999,-46.2,0,1,6,0,0,0,0,4,0,0,5
30322,27,458,1,999,-47.1,8,2,7,1,2,0,0,2,1,1,4
18260,43,764,4,999,-42.7,0,0,3,0,0,0,0,4,1,1,7
32008,34,541,3,999,-46.2,7,2,3,0,2,0,0,2,0,0,5
14337,46,194,3,999,-42.7,1,1,2,1,2,2,0,1,1,0,7
22004,41,176,1,999,-36.1,9,0,5,0,2,0,0,4,1,0,8
19034,58,171,2,999,-36.1,1,1,2,0,0,0,0,3,1,0,8
12614,44,366,2,999,-42.7,11,2,2,1,0,0,0,1,1,0,7
20160,31,194,1,999,-36.1,9,2,5,0,2,0,0,1,1,0,8
8832,33,124,2,999,-41.8,7,1,3,0,2,0,1,2,1,0,6
37834,31,81,1,3,-31.4,0,2,6,0,0,0,0,2,2,1,8
2984,38,162,4,999,-36.4,1,1,5,0,2,0,1,4,1,0,5
30417,30,502,1,0,-47.1,0,2,6,0,2,0,0,2,2,1,4
8979,35,181,2,999,-41.8,1,1,5,0,2,0,1,2,1,0,6
5312,40,166,1,999,-36.4,4,1,6,0,0,0,1,0,1,0,5
344,58,254,2,999,-36.4,1,0,0,0,2,0,1,1,1,0,5
4070,35,361,2,999,-36.4,7,1,5,1,2,2,1,1,1,0,5
24346,58,34,1,999,-42.0,5,1,3,0,0,0,0,1,1,0,11
3346,44,76,3,999,-36.4,1,0,7,0,0,0,1,2,1,0,5
9150,35,1114,1,999,-41.8,1,2,7,0,0,2,1,0,1,0,6
41131,58,193,1,999,-50.8,4,1,6,0,2,0,0,2,1,0,11
35843,45,271,1,999,-46.2,0,1,7,0,2,0,0,0,1,1,5
32880,35,215,1,999,-46.2,7,0,6,0,2,0,0,1,1,0,5
17290,42,400,2,999,-42.7,0,1,6,0,0,2,0,0,1,0,7
26856,36,159,2,999,-42.0,9,1,5,0,0,0,1,2,1,0,11
409,42,326,1,999,-36.4,1,1,2,1,2,0,1,3,1,0,5
24958,41,93,1,999,-42.0,0,2,6,0,0,0,0,3,1,0,11
8795,36,21,1,999,-41.8,9,1,5,0,2,0,1,2,1,0,6
36234,27,331,1,999,-40.8,0,2,6,0,2,2,0,1,1,1,6
20845,33,103,1,999,-36.1,9,2,5,0,0,0,0,2,1,0,8
33394,39,300,3,999,-46.2,1,1,0,0,0,2,0,3,1,0,5
12499,43,385,1,999,-42.7,7,2,3,0,0,0,0,1,1,0,7
17588,39,58,5,999,-42.7,0,0,3,0,2,0,0,1,1,0,7
22169,31,126,1,999,-36.1,0,2,6,0,2,0,0,2,1,0,8
10244,48,57,8,999,-41.8,7,1,3,0,2,0,1,1,1,0,6
8084,26,351,6,999,-41.8,1,1,1,1,1,1,1,1,1,0,6
29502,31,65,5,999,-47.1,1,2,2,0,0,0,0,1,1,0,4
32764,35,8,5,999,-46.2,0,2,6,0,2,0,0,1,1,0,5
30152,39,243,1,999,-47.1,7,1,3,0,2,0,0,2,1,0,4
34423,30,155,1,999,-46.2,8,3,2,0,0,0,0,2,0,0,5
17850,24,569,1,999,-42.7,8,2,3,0,0,0,0,3,1,0,7
10735,50,847,3,999,-41.8,4,1,0,1,0,0,1,3,1,0,6
41041,35,129,1,999,-49.5,0,2,6,0,2,0,0,1,1,0,10
38771,25,702,1,999,-30.1,0,1,3,0,2,0,0,2,1,0,11
17116,60,79,2,999,-42.7,5,1,3,1,2,0,0,0,1,0,7
11390,31,99,5,999,-41.8,7,2,3,0,0,2,1,0,1,0,6
27964,33,494,1,999,-50.0,1,1,3,1,2,0,0,3,1,0,3
2719,41,142,1,999,-36.4,1,1,0,0,0,0,1,4,1,0,5
38104,36,543,1,999,-29.8,0,1,3,0,0,0,0,2,1,1,9
21976,34,15,11,999,-36.1,0,1,6,0,0,2,0,4,1,0,8
21648,32,328,1,999,-36.1,9,1,6,1,2,0,0,3,1,0,8
6052,45,114,1,999,-36.4,0,1,1,0,2,0,1,3,1,0,5
37731,53,139,1,999,-31.4,0,1,6,0,0,0,0,0,1,0,8
26745,32,51,1,999,-42.0,0,1,6,0,2,2,0,2,1,0,11
15937,49,91,3,999,-42.7,0,1,6,1,0,0,0,1,1,0,7
40449,34,447,1,999,-38.3,1,1,2,0,0,2,0,3,0,1,8
34241,31,165,2,999,-46.2,4,2,6,0,2,0,0,2,1,0,5
29371,60,314,2,999,-47.1,5,1,0,1,2,0,0,0,1,1,4
37901,51,86,1,999,-29.8,1,1,5,0,2,0,0,3,1,0,9
5427,34,247,3,999,-36.4,1,2,2,0,2,0,1,0,1,0,5
33590,53,57,2,999,-46.2,9,1,5,0,2,0,0,3,1,0,5
13171,48,128,1,999,-42.7,1,1,0,0,0,0,0,4,1,0,7
16547,37,36,2,999,-42.7,0,2,6,0,0,0,1,4,1,0,7
18648,58,32,20,999,-42.7,4,1,6,0,0,2,0,2,1,0,7
30486,66,98,4,3,-46.2,4,1,6,0,0,0,0,1,2,0,5
28426,47,337,2,999,-47.1,9,0,5,0,0,0,0,2,1,0,4
2976,37,191,1,999,-36.4,1,1,0,0,2,0,1,4,1,0,5
30407,32,753,1,999,-47.1,8,1,3,0,2,0,0,2,1,1,4
37803,62,531,3,6,-31.4,5,1,5,0,2,0,0,3,2,1,8
28079,33,119,1,999,-47.1,7,0,3,0,0,2,1,0,1,0,4
6825,37,110,8,999,-36.4,7,1,3,0,0,0,1,4,1,0,5
38994,36,358,6,999,-33.0,0,2,3,0,2,0,1,1,1,0,12
25094,55,71,3,999,-42.0,0,1,6,0,0,0,0,3,1,0,11
18236,48,72,4,999,-42.7,9,1,5,0,0,0,0,4,1,0,7
19547,39,125,1,999,-36.1,0,2,3,0,1,1,0,2,1,0,8
2528,27,297,3,999,-36.4,1,1,2,0,2,0,1,3,1,0,5
16067,40,305,1,999,-42.7,0,1,3,0,0,0,0,3,1,0,7
18242,30,22,3,999,-42.7,7,2,2,0,2,0,0,4,1,0,7
10899,35,236,1,999,-41.8,2,2,5,0,0,0,1,4,1,0,6
22398,42,41,1,999,-36.1,7,1,3,1,2,2,0,0,1,0,8
1042,35,24,2,999,-36.4,0,0,3,0,2,0,1,4,1,0,5
13340,45,160,1,999,-42.7,9,1,5,0,2,0,0,4,1,0,7
6458,37,128,2,999,-36.4,0,0,6,0,1,1,1,4,1,0,5
25520,43,97,1,999,-42.0,0,1,6,0,0,0,0,4,1,0,11
33561,54,206,6,999,-46.2,1,1,0,0,0,0,1,3,0,0,5
4599,56,214,10,999,-36.4,1,1,0,1,2,0,1,3,1,0,5
29298,32,340,2,999,-47.1,7,1,3,0,0,2,0,0,1,0,4
7984,37,430,2,999,-41.8,1,1,2,0,0,0,1,1,1,0,6
20755,44,15,12,999,-36.1,1,1,1,0,0,0,0,4,1,0,8
30736,38,55,1,999,-46.2,9,1,6,0,2,0,0,3,0,0,5
37489,39,192,3,999,-31.4,10,1,3,0,0,0,0,2,1,1,8
10028,56,403,5,999,-41.8,4,1,6,0,0,0,1,2,1,0,6
16926,21,85,3,999,-42.7,10,1,3,0,2,2,0,2,1,0,7
38420,42,287,1,999,-26.9,1,1,5,0,0,0,0,4,1,1,10
2657,41,194,4,999,-36.4,1,2,2,1,0,0,1,4,1,0,5
30924,47,343,4,999,-46.2,1,2,0,1,0,0,0,3,0,0,5
20551,32,1613,1,999,-36.1,0,2,6,0,0,0,0,3,1,1,8
2777,36,97,1,999,-36.4,1,1,1,1,0,0,1,4,1,0,5
37222,34,258,1,999,-31.4,0,1,6,0,2,0,0,0,1,0,8
34065,38,1975,5,999,-46.2,1,1,2,0,2,0,0,4,1,1,5
5747,33,614,2,999,-36.4,9,1,5,0,0,0,1,1,1,0,5
8105,54,28,8,999,-41.8,2,0,6,0,2,2,1,1,1,0,6
7298,52,91,7,999,-36.4,5,1,2,1,0,0,1,2,1,0,5
40935,20,250,1,999,-49.5,8,2,7,0,0,0,1,3,0,0,10
11590,35,176,4,999,-41.8,4,0,3,0,2,0,1,0,1,0,6
30520,57,334,2,999,-46.2,9,1,6,0,2,0,0,1,0,0,5
37678,62,250,1,999,-31.4,10,1,3,0,2,0,0,4,0,0,8
11037,44,127,1,999,-41.8,1,1,0,1,0,2,1,4,1,0,6
2298,51,244,1,999,-36.4,1,0,0,0,0,0,1,3,1,0,5
19577,59,204,2,999,-36.1,5,1,3,0,1,1,1,2,1,0,8
19342,56,188,2,999,-36.1,1,1,0,0,0,0,0,4,1,0,8
13383,57,601,1,999,-42.7,1,1,2,0,2,0,0,4,1,0,7
14200,29,138,3,999,-42.7,4,2,6,0,2,0,0,1,1,0,7
32627,27,117,1,999,-46.2,2,1,6,0,0,2,0,1,0,0,5
35559,33,2301,1,999,-46.2,1,2,3,0,0,0,0,1,1,1,5
1174,39,31,1,999,-36.4,9,1,5,0,0,0,1,2,1,0,5
4164,52,967,6,999,-36.4,7,1,3,1,2,0,1,1,1,1,5
32816,24,278,1,999,-46.2,7,1,3,0,2,0,0,1,1,0,5
31286,36,428,1,999,-46.2,1,1,2,0,0,0,0,4,1,0,5
25784,34,374,1,999,-42.0,9,1,5,0,2,0,0,4,1,0,11
23208,52,263,2,999,-36.1,9,1,3,0,2,2,0,3,1,0,8
30781,33,44,1,999,-46.2,7,1,5,0,2,0,0,3,1,0,5
22042,56,116,2,999,-36.1,5,1,0,1,0,0,0,4,1,0,8
13215,31,238,8,999,-42.7,0,1,6,0,0,0,1,4,1,0,7
37692,73,76,1,999,-31.4,5,1,0,1,0,0,0,4,1,0,8
5721,49,107,3,999,-36.4,9,1,6,0,0,0,1,1,1,0,5
13365,42,77,1,999,-42.7,1,1,1,0,2,0,0,4,1,0,7
30157,60,208,1,2,-47.1,0,1,3,0,1,1,0,2,2,1,4
17767,46,55,2,999,-42.7,0,1,6,1,2,0,0,3,1,0,7
17450,46,59,4,999,-42.7,0,0,6,0,2,0,1,1,1,0,7
24418,36,264,2,999,-42.0,4,1,6,0,0,0,0,1,1,0,11
6527,43,297,1,999,-36.4,7,1,3,1,0,0,1,4,1,0,5
24158,40,550,1,999,-42.0,9,1,5,0,0,0,0,1,1,0,11
241,36,124,1,999,-36.4,9,2,5,0,0,0,1,1,1,0,5
28660,27,384,1,999,-47.1,7,2,6,0,2,0,0,2,1,0,4
24349,30,104,2,999,-42.0,7,2,3,0,0,0,0,1,1,0,11
14634,36,257,5,999,-42.7,7,2,3,0,0,2,0,3,1,0,7
14082,54,122,2,999,-42.7,1,2,7,0,2,0,0,1,1,0,7
26976,34,1329,2,999,-42.0,9,1,3,0,2,2,0,2,1,0,11
26674,56,212,1,999,-42.0,3,0,0,0,2,0,0,2,0,0,11
19534,40,144,1,999,-36.1,3,0,2,0,2,0,0,2,1,0,8
40763,30,327,2,999,-37.5,9,2,6,0,0,0,0,2,1,1,9
12895,25,586,2,999,-42.7,0,2,3,0,0,2,0,3,1,0,7
20308,32,418,5,999,-36.1,9,1,6,1,0,0,0,1,1,1,8
22208,30,162,1,999,-36.1,0,2,6,0,2,0,0,2,1,0,8
16122,27,27,1,999,-42.7,10,2,6,0,0,0,1,3,1,0,7
7681,30,72,3,999,-36.4,1,2,1,0,2,0,1,0,1,0,5
25457,33,375,1,999,-42.0,4,1,3,0,0,2,0,4,1,0,11
35908,32,112,1,999,-46.2,0,1,6,0,0,0,0,1,1,0,5
15463,49,112,3,999,-42.7,7,0,1,1,2,2,0,0,1,0,7
12072,51,133,5,999,-41.8,7,1,3,0,1,1,1,0,1,0,6
39198,43,264,2,9,-34.8,6,1,6,0,2,0,0,1,2,1,3
39630,46,522,6,999,-40.0,0,2,3,0,2,0,0,1,1,0,5
14436,33,110,2,999,-42.7,0,2,6,0,0,0,0,3,1,0,7
7120,29,689,2,999,-36.4,7,2,3,0,0,0,1,2,1,0,5
29211,45,99,3,999,-47.1,1,1,2,0,0,0,0,0,0,0,4
12321,30,253,1,999,-42.7,0,2,3,0,2,0,1,0,1,0,7
38268,32,169,1,999,-26.9,0,1,5,0,2,0,0,3,1,0,10
9066,25,128,2,999,-41.8,9,2,6,0,2,2,1,2,1,0,6
1653,35,171,1,999,-36.4,1,1,1,0,1,1,1,0,1,0,5
